id	type	name	cat	price	delivery	mall	image
NS80358950738	MALL	GT 오뚜기 진라면 순한맛 컵라면 110g X 12EA	식품>가공식품>라면>컵라면	13470	2500	뷰티바이제시카	https://shopping-phinf.pstatic.net/main_8035895/80358950738.jpg
NS80359210151	MALL	GT 오뚜기 진라면 순한맛 컵라면 110g X 12EA	식품>가공식품>라면>컵라면	13870	2500	필드넷	https://shopping-phinf.pstatic.net/main_8035921/80359210151.jpg
NS80364108514	MALL	GT 오뚜기 진라면 순한맛 컵라면 110g X 12EA	식품>가공식품>라면>컵라면	14270	2500	낚시와판촉물	https://shopping-phinf.pstatic.net/main_8036410/80364108514.jpg
NS80366745915	MALL	GT 오뚜기 진라면 순한맛 컵라면 110g X 12EA	식품>가공식품>라면>컵라면	13870	2500	세렌디퍼 유통 백화점2	https://shopping-phinf.pstatic.net/main_8036674/80366745915.jpg
NS80386819750	MALL	오뚜기 진라면 순한맛 컵라면 110g x 12EA	식품>가공식품>라면>컵라면	13630	2500	해피인1	https://shopping-phinf.pstatic.net/main_8038681/80386819750.jpg
NS80729576205	MALL	오뚜기 진라면 순한맛 110gx12개 용기면/컵라면	식품>가공식품>라면>컵라면	10430	0	올컴퍼니	https://shopping-phinf.pstatic.net/main_8072957/80729576205.jpg
NS80925188149	MALL	오뚜기 진라면 순한맛 용기 110g	식품>가공식품>라면>컵라면	740	2500	미스터푸드	https://shopping-phinf.pstatic.net/main_8092518/80925188149.jpg
NS8753111022	MALL	오뚜기 진라면 순한맛 110g _컵라면 * 12	식품>가공식품>라면>컵라면	9800	0	위메프	https://shopping-phinf.pstatic.net/main_8753111/8753111022.jpg
NS8924537326	MALL	오뚜기 진라면 순한맛 큰컵 110g x12개/라면/신라면	식품>가공식품>라면>컵라면	9690	0	11번가	https://shopping-phinf.pstatic.net/main_8924537/8924537326.jpg
NS9480806774	MALL	[오뚜기] 진라면 순한맛 컵 110gx12개(BOX)	식품>가공식품>라면>컵라면	14690	0	11번가	https://shopping-phinf.pstatic.net/main_9480806/9480806774.jpg
NS9891671904	MALL	진라면 순한맛 큰컵 110g 12개	식품>가공식품>라면>컵라면	9450	2500	글로리샵	https://shopping-phinf.pstatic.net/main_9891671/9891671904.1.jpg
