id	type	name	cat	price	delivery	mall	image
NS14326482019	MALL	오뚜기 진라면 순한맛 120g x 5개입 X 8EA	식품>가공식품>라면>봉지라면	37470	2500	바름가게	https://shopping-phinf.pstatic.net/main_1432648/14326482019.jpg
NS14346334985	MALL	오뚜기 진라면 순한맛 120g	식품>가공식품>라면>봉지라면	490	2500	인터파크	https://shopping-phinf.pstatic.net/main_1434633/14346334985.jpg
NS14347728956	MALL	오뚜기 진라면(순)120g	식품>가공식품>라면>봉지라면	500	2500	인터파크	https://shopping-phinf.pstatic.net/main_1434772/14347728956.jpg
NS14367756530	MALL	GT 오뚜기 진라면 순한맛 120g x 5개입	식품>가공식품>라면>봉지라면	4700	3000	별밍샵	https://shopping-phinf.pstatic.net/main_1436775/14367756530.jpg
NS14403323618	MALL	cn)진라면 순한맛 120gx20봉지	식품>가공식품>라면>봉지라면	9830	2500	11번가	https://shopping-phinf.pstatic.net/main_1440332/14403323618.jpg
NS14410044549	MALL	GT 오뚜기 진라면 순한맛 120g x 5개입 Ru16	식품>가공식품>라면>봉지라면	4100	2500	싸다코리아	https://shopping-phinf.pstatic.net/main_1441004/14410044549.jpg
NS14410045205	MALL	GT 오뚜기 진라면 순한맛 120g x 5개입 X 8EA Ru16	식품>가공식품>라면>봉지라면	32230	2500	싸다코리아	https://shopping-phinf.pstatic.net/main_1441004/14410045205.jpg
NS14420401505	MALL	오뚜기 진라면순한맛(멀티팩)120gX40개입(1박스)	식품>가공식품>라면>봉지라면	27830	2500	인터파크	https://shopping-phinf.pstatic.net/main_1442040/14420401505.jpg
NS14421331793	MALL	오뚜기)진라면 순한맛 x 40봉	식품>가공식품>라면>봉지라면	39620	0	인터파크	https://shopping-phinf.pstatic.net/main_1442133/14421331793.jpg
NS14421338132	MALL	오뚜기 진라면 순한맛 120g x 5입 멀티팩	식품>가공식품>라면>봉지라면	3690	2500	인터파크	https://shopping-phinf.pstatic.net/main_1442133/14421338132.jpg
NS14427995821	MALL	오뚜기 진라면 순한맛 120g x 5입 멀티팩	식품>가공식품>라면>봉지라면	3680	2500	프리쇼핑샵	https://shopping-phinf.pstatic.net/main_1442799/14427995821.jpg
NS14428491856	MALL	진라면 순한맛 5입 - BEST★ 봉지라면 77종!	식품>가공식품>라면>봉지라면	2550	2500	티몬	https://shopping-phinf.pstatic.net/main_1442849/14428491856.jpg
NS14456825953	MALL	[롯데아이몰][오뚜기][오뚜기] 진라면(순한맛) 20봉	식품>가공식품>라면>봉지라면	11790	0	인터파크	https://shopping-phinf.pstatic.net/main_1445682/14456825953.jpg
NS14456836159	MALL	[롯데아이몰][오뚜기][오뚜기] 진라면(순한맛) 40봉	식품>가공식품>라면>봉지라면	20620	0	인터파크	https://shopping-phinf.pstatic.net/main_1445683/14456836159.jpg
NS14457896749	MALL	BBBBB-6675_오뚜기 봉지라면 진라면 순한맛 120g 40개_	식품>가공식품>라면>봉지라면	30300	2500	쥬디의종합쇼핑몰	https://shopping-phinf.pstatic.net/main_1445789/14457896749.jpg
NS14458405074	MALL	BS 120g 40봉 오뚜기 진라면 순한맛 B144136	식품>가공식품>라면>봉지라면	32220	2500	빅세일샵	https://shopping-phinf.pstatic.net/main_1445840/14458405074.jpg
NS14458446968	MALL	BS X 8EA GT 오뚜기 진라면 순한맛 120g x 5개입 B172984	식품>가공식품>라면>봉지라면	36430	2500	빅세일샵	https://shopping-phinf.pstatic.net/main_1445844/14458446968.jpg
NS14479230414	MALL	오뚜기)진라면 순한맛 x 40봉	식품>가공식품>라면>봉지라면	33340	2500	인터파크	https://shopping-phinf.pstatic.net/main_1447923/14479230414.jpg
NS14499019907	MALL	오뚜기 진라면순한맛(멀티팩)120gX40개입(1박스)	식품>가공식품>라면>봉지라면	23750	3000	인터파크	https://shopping-phinf.pstatic.net/main_1449901/14499019907.jpg
NS14502132454	MALL	오뚜기 진라면순한맛 멀티팩 120gX40개입 1박스 라면	식품>가공식품>라면>봉지라면	24060	2500	인터파크	https://shopping-phinf.pstatic.net/main_1450213/14502132454.jpg
NS14504111102	MALL	오뚜기 진라면순한맛(멀티팩)120gX40개입(1박스)	식품>가공식품>라면>봉지라면	27030	0	인터파크	https://shopping-phinf.pstatic.net/main_1450411/14504111102.jpg
NS14507375643	MALL	진라면 순한맛 5봉  - [비오는날]초간편 감자전/김치전믹스外	식품>가공식품>라면>봉지라면	2250	2500	티몬	https://shopping-phinf.pstatic.net/main_1450737/14507375643.jpg
NS14521587982	MALL	CDC 오뚜기 진라면 순한맛 120g 40봉 C141093	식품>가공식품>라면>봉지라면	32680	2500	클릭DC	https://shopping-phinf.pstatic.net/main_1452158/14521587982.jpg
